author;district;street;house_number;underground;floor;floors_count;rooms_count;total_meters;price_per_month;materials
ID 28126479;Кировский;Метростроевцев;5;Нарвская;3;9;2;68.0;49900;панельный
ID 49655213;Василеостровский;Морская набережная;41К1;Приморская;9;12;1;36.0;38000;панельный
ID 89636331;Выборгский;Приозерское шоссе;14к6;Проспект Просвещения;10;17;1;41.0;25000;панельный
ID 82446827;Невский;Белышева;5.6;Проспект Большевиков;7;24;2;54.9;65000;панельный
ID 21148262;Выборгский;проспект Просвещения;50;Проспект Просвещения;1;10;2;56.0;45000;панельный
ID 81034583;Калининский;проспект Луначарского;100;Гражданский проспект;1;10;4;87.0;60000;панельный
ПРОФИЛЬ;Василеостровский;Наличная;40К7;Приморская;7;9;2;52.0;70000;панельный
ID 86992806;Василеостровский;набережная Миклухо-Маклая;1к1;Приморская;4;15;1;39.8;65000;панельный
Этажи Санкт-Петербург;Фрунзенский;Альпийский переулок;32;Проспект Славы;1;13;2;68.0;65000;панельный
ID 102666054;Выборгский;Большой Сампсониевский проспект;69к5;Лесная;2;13;1;40.0;75000;панельный
ID 105500921;Невский;Дыбенко;7к1;Улица Дыбенко;18;26;1;37.0;47000;панельный
ID 12975072;Приморский;Ильюшина;2;Комендантский проспект;5;10;1;38.0;80000;панельный
ID 101121589;Приморский;Лидии Зверевой;3к1;Комендантский проспект;20;25;1;35.0;50000;панельный
ID 13746740;Приморский;проспект Королева;73;Комендантский проспект;17;20;4;90.0;75000;панельный
Этажи Санкт-Петербург;Приморский;проспект Королева;68;Комендантский проспект;13;19;3;74.0;75000;панельный
ID 129104648;Выборгский;Первого Мая;107к7;Проспект Просвещения;4;12;2;61.0;45000;панельный
Capital Mars;Приморский;Комендантский проспект;40К1;Комендантский проспект;8;16;3;80.0;80000;панельный
Capital Mars;Приморский;проспект Королева;73;Комендантский проспект;10;19;3;87.0;90000;панельный
ID 14084019;Пушкинский;Саперная;50;Купчино;1;6;1;43.0;45000;панельный
Capital Mars;Василеостровский;набережная Миклухо-Маклая;1к1;Приморская;10;14;2;70.0;95000;панельный
ID 58669511;Приморский;Глухарская;27к1;Комендантский проспект;3;20;1;49.0;50000;панельный
Flash Royal;Московский;Дунайский проспект;7;Звездная;10;18;3;90.0;90000;панельный
ID 127635124;Красногвардейский;Бестужевская;61;Ладожская;2;5;3;56.0;45000;панельный
Итака;Красногвардейский;проспект Маршака;16к3;Девяткино;17;18;3;76.6;45000;панельный
Адвекс;Приморский;Школьная;88к2;Старая Деревня;11;14;1;39.4;45000;панельный
BE HOME;Приморский;Комендантский проспект;28К2;Комендантский проспект;4;9;2;57.0;45000;панельный
Русский Фонд Недвижимости;Красносельский;Котина;4к1;Ленинский проспект;6;9;3;80.0;50000;панельный
ID 100647200;Невский;Подвойского;24к3;Улица Дыбенко;16;17;1;42.6;38000;панельный
АЛЬЯНС ПЛЮС;Колпинский;Октябрьская;65;Шушары;9;9;2;45.3;35000;панельный
ID 13653308;Красногвардейский;Полюстрово;27к2;Гражданский проспект;18;18;1;19.0;22500;панельный
Итака;Фрунзенский;Ярослава Гашека;7К1;Купчино;10;12;2;50.0;57000;панельный
ВАРИАНТ;Невский;проспект Солидарности;21;Улица Дыбенко;6;9;3;59.9;55000;панельный
Анатолий Янковский;Приморский;Шаврова;17;Комендантский проспект;7;9;3;60.6;45000;панельный
ID 34527115;Василеостровский;Кораблестроителей;46К1;Приморская;5;16;2;55.0;55000;панельный
ID 71757002;Красногвардейский;Полюстрово;12к1;Девяткино;7;25;1;20.5;22000;панельный
Надежда Окунович;Красносельский;Доблести;28к1;Ленинский проспект;10;17;1;42.0;32000;панельный
ID 58194532;Курортный;Красавица тер.;28;;3;3;2;48.0;90000;панельный
